"dimension","value","id","coder","accepted","llm"
"peace with thoughts and feelings","low",1630962235731243008,1,"N","LLAMA2"
"purpose in life","low",1630962235731243008,1,"N","LLAMA2"
"depression","high",1630962235731243008,1,"N","LLAMA2"
"anxiety","high",1630962235731243008,1,"N","LLAMA2"
"suffering","high",1630962235731243008,1,"N","LLAMA2"
"feeling pain","high",1630962235731243008,1,"N","LLAMA2"
"belonging to society","low",1630962235731243008,1,"Y","LLAMA2"
"expressing gratitude","low",1630962235731243008,1,"Y","LLAMA2"
"feeling trusted","low",1630962235731243008,1,"N","LLAMA2"
"mastery (ability, capability)","low",1630962235731243008,1,"N","LLAMA2"
"perceiving discrimination","high",1630962235731243008,1,"Y","LLAMA2"
"religious criticism","medium",1630962235731243008,1,"N","LLAMA2"
"spiritual punishment","medium",1630962235731243008,1,"N","LLAMA2"
"financial/material worry","high",1630962235731243008,1,"Y","LLAMA2"
"seeking for forgiveness","low",1630962235731243008,1,"N","LLAMA2"
"expressing government approval","medium",1630962235731243008,1,"N","LLAMA2"
"having hope","high",1630962235731243008,1,"N","LLAMA2"
"promoting good","high",1630962235731243008,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1630962235731243008,1,"N","LLAMA2"
"describing smoking related health issues","medium",1630962235731243008,1,"N","LLAMA2"
"describing drinking related health issues","low",1630962235731243008,1,"N","LLAMA2"
"describing health limitations","low",1630962235731243008,1,"N","LLAMA2"
"expressing empathy","high",1630962235731243008,1,"N","LLAMA2"
"resilience","high",1631378006814892036,1,"N","LLAMA2"
"vitality","high",1631378006814892036,1,"N","LLAMA2"
"positive functioning","high",1631378006814892036,1,"Y","LLAMA2"
"expressing optimism","high",1631378006814892036,1,"N","LLAMA2"
"expressing gratitude","high",1631378006814892036,1,"N","LLAMA2"
"belonging to society","medium",1631378006814892036,1,"N","LLAMA2"
"quality of relationships","medium",1631378006814892036,1,"N","LLAMA2"
"describing health limitations","medium",1631378006814892036,1,"N","LLAMA2"
"expressing empathy","high",1631378006814892036,1,"N","LLAMA2"
"resilience","medium",1629910631456428033,1,"N","LLAMA2"
"vitality","low",1629910631456428033,1,"N","LLAMA2"
"expressing optimism","low",1629910631456428033,1,"Y","LLAMA2"
"expressing altruism","low",1629910631456428033,1,"N","LLAMA2"
"loneliness","medium",1629910631456428033,1,"N","LLAMA2"
"quality of relationships","low",1629910631456428033,1,"N","LLAMA2"
"belonging to society","medium",1629910631456428033,1,"Y","LLAMA2"
"expressing gratitude","low",1629910631456428033,1,"N","LLAMA2"
"expressing trust","low",1629910631456428033,1,"Y","LLAMA2"
"feeling trusted","low",1629910631456428033,1,"N","LLAMA2"
"balance in the various aspects of own life","low",1629910631456428033,1,"N","LLAMA2"
"mastery (ability, capability)","low",1629910631456428033,1,"N","LLAMA2"
"perceiving discrimination","medium",1629910631456428033,1,"N","LLAMA2"
"feeling loved by god","low",1629910631456428033,1,"N","LLAMA2"
"belief in god","low",1629910631456428033,1,"N","LLAMA2"
"religious criticism","low",1629910631456428033,1,"N","LLAMA2"
"spiritual punishment","low",1629910631456428033,1,"N","LLAMA2"
"feeling religious comfort","low",1629910631456428033,1,"N","LLAMA2"
"financial/material worry","high",1629910631456428033,1,"Y","LLAMA2"
"expressing government approval","low",1629910631456428033,1,"N","LLAMA2"
"having hope","medium",1629910631456428033,1,"N","LLAMA2"
"promoting good","high",1629910631456428033,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1629910631456428033,1,"N","LLAMA2"
"describing smoking related health issues","high",1629910631456428033,1,"N","LLAMA2"
"describing drinking related health issues","low",1629910631456428033,1,"N","LLAMA2"
"describing health limitations","low",1629910631456428033,1,"N","LLAMA2"
"expressing empathy","medium",1629910631456428033,1,"Y","LLAMA2"
"happiness","low",1625901955309502464,1,"Y","LLAMA2"
"resilience","low",1625901955309502464,1,"N","LLAMA2"
"self-esteem","low",1625901955309502464,1,"N","LLAMA2"
"life satisfaction","low",1625901955309502464,1,"Y","LLAMA2"
"fear of future","high",1625901955309502464,1,"Y","LLAMA2"
"vitality","low",1625901955309502464,1,"Y","LLAMA2"
"positive functioning","low",1625901955309502464,1,"N","LLAMA2"
"expressing job satisfaction","low",1625901955309502464,1,"N","LLAMA2"
"expressing optimism","low",1625901955309502464,1,"Y","LLAMA2"
"peace with thoughts and feelings","low",1625901955309502464,1,"Y","LLAMA2"
"purpose in life","low",1625901955309502464,1,"N","LLAMA2"
"balance in the various aspects of own life","low",1625901955309502464,1,"N","LLAMA2"
"loneliness","high",1625901955309502464,1,"Y","LLAMA2"
"quality of relationships","low",1625901955309502464,1,"Y","LLAMA2"
"belonging to society","low",1625901955309502464,1,"Y","LLAMA2"
"financial/material worry","low",1625901955309502464,1,"N","LLAMA2"
"feeling having a political voice","low",1625901955309502464,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1625901955309502464,1,"N","LLAMA2"
"describing smoking related health issues","medium",1625901955309502464,1,"N","LLAMA2"
"describing drinking related health issues","medium",1625901955309502464,1,"N","LLAMA2"
"describing health limitations","medium",1625901955309502464,1,"N","LLAMA2"
"expressing empathy","low",1625901955309502464,1,"N","LLAMA2"
"resilience","low",1627674397380120578,1,"N","LLAMA2"
"happiness","low",1627674397380120578,1,"Y","LLAMA2"
"fear of future","high",1627674397380120578,1,"Y","LLAMA2"
"anxiety","medium",1627674397380120578,1,"N","LLAMA2"
"suffering","medium",1627674397380120578,1,"N","LLAMA2"
"belonging to society","low",1627674397380120578,1,"Y","LLAMA2"
"expressing altruism","high",1627674397380120578,1,"Y","LLAMA2"
"perceiving discrimination","medium",1627674397380120578,1,"Y","LLAMA2"
"religious criticism","low",1627674397380120578,1,"N","LLAMA2"
"financial/material worry","low",1627674397380120578,1,"N","LLAMA2"
"having hope","high",1627674397380120578,1,"N","LLAMA2"
"seeking for forgiveness","low",1627674397380120578,1,"N","LLAMA2"
"expressing government approval","low",1627674397380120578,1,"Y","LLAMA2"
"feeling having a political voice","high",1627674397380120578,1,"N","LLAMA2"
"happiness","high",1626944224032862210,1,"N","LLAMA2"
"life satisfaction","high",1626944224032862210,1,"N","LLAMA2"
"positive functioning","high",1626944224032862210,1,"Y","LLAMA2"
"expressing optimism","high",1626944224032862210,1,"N","LLAMA2"
"balance in the various aspects of own life","high",1626944224032862210,1,"N","LLAMA2"
"belonging to society","high",1626944224032862210,1,"Y","LLAMA2"
"expressing gratitude","high",1626944224032862210,1,"Y","LLAMA2"
"feeling loved by god","high",1626944224032862210,1,"Y","LLAMA2"
"belief in god","high",1626944224032862210,1,"Y","LLAMA2"
"feeling having a political voice","high",1626944224032862210,1,"N","LLAMA2"
"expressing government approval","high",1626944224032862210,1,"N","LLAMA2"
"promoting good","high",1626944224032862210,1,"Y","LLAMA2"
"having hope","high",1626944224032862210,1,"N","LLAMA2"
"describing smoking related health issues","low",1626944224032862210,1,"N","LLAMA2"
"expressing empathy","high",1626944224032862210,1,"N","LLAMA2"
"happiness","high",1626510930518622210,1,"Y","LLAMA2"
"vitality","high",1626510930518622210,1,"N","LLAMA2"
"positive functioning","high",1626510930518622210,1,"N","LLAMA2"
"expressing optimism","high",1626510930518622210,1,"Y","LLAMA2"
"expressing gratitude","high",1626510930518622210,1,"N","LLAMA2"
"feeling trusted","medium",1626510930518622210,1,"N","LLAMA2"
"balance in the various aspects of own life","medium",1626510930518622210,1,"Y","LLAMA2"
"mastery (ability, capability)","medium",1626510930518622210,1,"N","LLAMA2"
"feeling having a political voice","high",1626510930518622210,1,"N","LLAMA2"
"having hope","high",1626510930518622210,1,"N","LLAMA2"
"promoting good","high",1626510930518622210,1,"N","LLAMA2"
"expressing empathy","high",1626510930518622210,1,"N","LLAMA2"
"happiness","high",1628358612639784961,1,"Y","LLAMA2"
"resilience","medium",1628358612639784961,1,"N","LLAMA2"
"self-esteem","high",1628358612639784961,1,"N","LLAMA2"
"expressing gratitude","high",1628358612639784961,1,"N","LLAMA2"
"belonging to society","medium",1628358612639784961,1,"Y","LLAMA2"
"feeling trusted","medium",1628358612639784961,1,"N","LLAMA2"
"happiness","high",1625656309512122369,1,"Y","LLAMA2"
"positive functioning","high",1625656309512122369,1,"N","LLAMA2"
"expressing optimism","high",1625656309512122369,1,"Y","LLAMA2"
"feeling having a political voice","low",1625656309512122369,1,"N","LLAMA2"
"expressing government approval","low",1625656309512122369,1,"N","LLAMA2"
"having hope","high",1625656309512122369,1,"N","LLAMA2"
"promoting good","high",1625656309512122369,1,"Y","LLAMA2"
"expressing delayed gratification","medium",1625656309512122369,1,"N","LLAMA2"
"describing health limitations","medium",1625656309512122369,1,"N","LLAMA2"
"expressing empathy","high",1625656309512122369,1,"N","LLAMA2"
"happiness","high",1630455238661398530,1,"N","LLAMA2"
"resilience","high",1630455238661398530,1,"N","LLAMA2"
"self-esteem","high",1630455238661398530,1,"N","LLAMA2"
"expressing altruism","low",1630455238661398530,1,"N","LLAMA2"
"loneliness","low",1630455238661398530,1,"N","LLAMA2"
"quality of relationships","medium",1630455238661398530,1,"N","LLAMA2"
"belonging to society","low",1630455238661398530,1,"N","LLAMA2"
"expressing gratitude","low",1630455238661398530,1,"Y","LLAMA2"
"expressing trust","low",1630455238661398530,1,"Y","LLAMA2"
"feeling trusted","low",1630455238661398530,1,"N","LLAMA2"
"balance in the various aspects of own life","low",1630455238661398530,1,"N","LLAMA2"
"mastery (ability, capability)","medium",1630455238661398530,1,"N","LLAMA2"
"perceiving discrimination","low",1630455238661398530,1,"N","LLAMA2"
"feeling loved by god","low",1630455238661398530,1,"N","LLAMA2"
"belief in god","low",1630455238661398530,1,"N","LLAMA2"
"religious criticism","low",1630455238661398530,1,"N","LLAMA2"
"spiritual punishment","low",1630455238661398530,1,"N","LLAMA2"
"feeling religious comfort","low",1630455238661398530,1,"N","LLAMA2"
"financial/material worry","medium",1630455238661398530,1,"N","LLAMA2"
"feeling having a political voice","high",1630455238661398530,1,"Y","LLAMA2"
"having hope","high",1630455238661398530,1,"N","LLAMA2"
"promoting good","high",1630455238661398530,1,"N","LLAMA2"
"describing health limitations","medium",1630455238661398530,1,"N","LLAMA2"
"happiness","high",1629863744011481089,1,"N","LLAMA2"
"expressing optimism","high",1629863744011481089,1,"Y","LLAMA2"
"life satisfaction","high",1629863744011481089,1,"N","LLAMA2"
"expressing altruism","low",1629863744011481089,1,"N","LLAMA2"
"loneliness","low",1629863744011481089,1,"N","LLAMA2"
"quality of relationships","high",1629863744011481089,1,"N","LLAMA2"
"belonging to society","high",1629863744011481089,1,"Y","LLAMA2"
"expressing gratitude","low",1629863744011481089,1,"N","LLAMA2"
"expressing trust","low",1629863744011481089,1,"N","LLAMA2"
"feeling trusted","medium",1629863744011481089,1,"N","LLAMA2"
"balance in the various aspects of own life","high",1629863744011481089,1,"N","LLAMA2"
"mastery (ability, capability)","high",1629863744011481089,1,"N","LLAMA2"
"perceiving discrimination","low",1629863744011481089,1,"N","LLAMA2"
"feeling loved by god","medium",1629863744011481089,1,"N","LLAMA2"
"belief in god","high",1629863744011481089,1,"N","LLAMA2"
"religious criticism","low",1629863744011481089,1,"N","LLAMA2"
"spiritual punishment","low",1629863744011481089,1,"N","LLAMA2"
"feeling religious comfort","high",1629863744011481089,1,"N","LLAMA2"
"feeling having a political voice","high",1629863744011481089,1,"N","LLAMA2"
"having hope","high",1629863744011481089,1,"N","LLAMA2"
"promoting good","high",1629863744011481089,1,"N","LLAMA2"
"expressing delayed gratification","low",1629863744011481089,1,"N","LLAMA2"
"expressing empathy","high",1629863744011481089,1,"N","LLAMA2"
"happiness","low",1625966872171618305,1,"Y","LLAMA2"
"resilience","low",1625966872171618305,1,"N","LLAMA2"
"self-esteem","low",1625966872171618305,1,"N","LLAMA2"
"life satisfaction","low",1625966872171618305,1,"Y","LLAMA2"
"fear of future","high",1625966872171618305,1,"Y","LLAMA2"
"vitality","low",1625966872171618305,1,"N","LLAMA2"
"having energy","low",1625966872171618305,1,"N","LLAMA2"
"positive functioning","low",1625966872171618305,1,"Y","LLAMA2"
"expressing job satisfaction","low",1625966872171618305,1,"N","LLAMA2"
"expressing optimism","low",1625966872171618305,1,"N","LLAMA2"
"peace with thoughts and feelings","low",1625966872171618305,1,"N","LLAMA2"
"purpose in life","low",1625966872171618305,1,"N","LLAMA2"
"depression","high",1625966872171618305,1,"N","LLAMA2"
"anxiety","high",1625966872171618305,1,"N","LLAMA2"
"suffering","high",1625966872171618305,1,"N","LLAMA2"
"feeling pain","high",1625966872171618305,1,"N","LLAMA2"
"perceiving discrimination","high",1625966872171618305,1,"Y","LLAMA2"
"expressing altruism","low",1625966872171618305,1,"N","LLAMA2"
"mastery (ability, capability)","low",1625966872171618305,1,"N","LLAMA2"
"quality of relationships","low",1625966872171618305,1,"N","LLAMA2"
"belonging to society","low",1625966872171618305,1,"Y","LLAMA2"
"feeling loved by god","low",1625966872171618305,1,"N","LLAMA2"
"belief in god","low",1625966872171618305,1,"N","LLAMA2"
"spiritual punishment","high",1625966872171618305,1,"N","LLAMA2"
"religious criticism","high",1625966872171618305,1,"N","LLAMA2"
"financial/material worry","low",1625966872171618305,1,"N","LLAMA2"
"life after death belief","low",1625966872171618305,1,"N","LLAMA2"
"volunteering","low",1625966872171618305,1,"N","LLAMA2"
"charitable giving/helping","low",1625966872171618305,1,"N","LLAMA2"
"seeking for forgiveness","low",1625966872171618305,1,"N","LLAMA2"
"feeling having a political voice","high",1625966872171618305,1,"Y","LLAMA2"
"expressing government approval","medium",1625966872171618305,1,"Y","LLAMA2"
"having hope","low",1625966872171618305,1,"Y","LLAMA2"
"promoting good","low",1625966872171618305,1,"N","LLAMA2"
"expressing delayed gratification","low",1625966872171618305,1,"N","LLAMA2"
"ptsd (post-traumatic stress disorder)","low",1625966872171618305,1,"N","LLAMA2"
"describing smoking related health issues","low",1625966872171618305,1,"N","LLAMA2"
"describing drinking related health issues","low",1625966872171618305,1,"N","LLAMA2"
"describing health limitations","low",1625966872171618305,1,"N","LLAMA2"
"expressing empathy","low",1625966872171618305,1,"N","LLAMA2"
"resilience","high",1626411853860544512,1,"N","LLAMA2"
"expressing optimism","high",1626411853860544512,1,"Y","LLAMA2"
"quality of relationships","high",1626411853860544512,1,"N","LLAMA2"
"belonging to society","medium",1626411853860544512,1,"N","LLAMA2"
"feeling trusted","low",1626411853860544512,1,"N","LLAMA2"
"balance in the various aspects of own life","medium",1626411853860544512,1,"N","LLAMA2"
"mastery (ability, capability)","high",1626411853860544512,1,"Y","LLAMA2"
"perceiving discrimination","low",1626411853860544512,1,"N","LLAMA2"
"feeling loved by god","low",1626411853860544512,1,"N","LLAMA2"
"belief in god","low",1626411853860544512,1,"N","LLAMA2"
"religious criticism","low",1626411853860544512,1,"N","LLAMA2"
"spiritual punishment","low",1626411853860544512,1,"N","LLAMA2"
"having hope","high",1626411853860544512,1,"Y","LLAMA2"
"expressing government approval","low",1626411853860544512,1,"N","LLAMA2"
"describing health limitations","high",1626411853860544512,1,"N","LLAMA2"
"expressing empathy","low",1626411853860544512,1,"N","LLAMA2"
"happiness","low",1629563139820863490,1,"N","LLAMA2"
"resilience","medium",1629563139820863490,1,"Y","LLAMA2"
"self-esteem","medium",1629563139820863490,1,"Y","LLAMA2"
"life satisfaction","low",1629563139820863490,1,"N","LLAMA2"
"fear of future","high",1629563139820863490,1,"N","LLAMA2"
"vitality","low",1629563139820863490,1,"N","LLAMA2"
"having energy","low",1629563139820863490,1,"N","LLAMA2"
"positive functioning","low",1629563139820863490,1,"N","LLAMA2"
"expressing job satisfaction","low",1629563139820863490,1,"N","LLAMA2"
"expressing optimism","low",1629563139820863490,1,"N","LLAMA2"
"peace with thoughts and feelings","low",1629563139820863490,1,"N","LLAMA2"
"purpose in life","low",1629563139820863490,1,"N","LLAMA2"
