dimension,value,confidence,id
feeling having a political voice,high,0.9,1634320801921998849
resilience,high,0.9,1632266448424017920
mastery (ability or capability),high,0.9,1632266448424017920
depression,high,0.7,1630160392659013633
loneliness,high,0.7,1630160392659013633
perceiving discrimination,medium,0.6,1631082264271675393
expressing optimism,medium,0.6,1628890584118333440
having hope,medium,0.6,1628890584118333440
expressing trust,low,0.7,1627828665860952066
feeling having a political voice,high,0.9,1627828665860952066
happiness,high,0.9,1629763420755984384
expressing gratitude,high,1,1629763420755984384
promoting good,high,0.9,1629763420755984384
expressing empathy,high,0.9,1629763420755984384
happiness,high,0.9,1630119944980504576
expressing trust,high,0.9,1630119944980504576
expressing altruism,high,0.8,1630277974732972032
happiness,high,0.9,1609384869108547589
expressing altruism,high,0.9,1609384869108547589
having hope,high,0.9,1609384869108547589
happiness,high,0.9,1632493207014498304
expressing empathy,high,0.9,1632493207014498304
happiness,high,0.8,1628609415615217665
expressing altruism,medium,0.6,1632804691502596096
happiness,high,0.9,1626678600920453120
expressing altruism,high,0.9,1626678600920453120
financial/material worry,low,0.1,1626678600920453120
expressing empathy,high,0.9,1626678600920453120
resilience,medium,0.6,1630907743715622913
quality of relationships,low,0.9,1630907743715622913
financial/material worry,high,0.9,1630907743715622913
ptsd (post-traumatic stress disorder),high,0.9,1630907743715622913
happiness,high,0.9,1632460277525409792
belonging to society,high,0.8,1632460277525409792
feeling having a political voice,high,0.9,1632069235160629248
happiness,medium,0.6,1630681412041953281
expressing trust,low,0.7,1629475832111714305
feeling having a political voice,high,0.9,1629475832111714305
resilience,high,0.8,1627023478619779072
quality of relationships,low,0.7,1627023478619779072
resilience,high,0.8,1630596581853392897
expressing altruism,high,0.9,1630596581853392897
promoting good,high,0.9,1630596581853392897
ptsd (post-traumatic stress disorder),high,0.8,1630596581853392897
expressing optimism,high,0.9,1626608036742631424
having hope,high,0.9,1626608036742631424
happiness,high,0.9,1626277626154287105
expressing altruism,low,0.6,1626277626154287105
expressing empathy,high,0.9,1626277626154287105
happiness,high,0.8,1630822537147068416
expressing trust,medium,0.6,1630822537147068416
expressing empathy,high,0.9,1630822537147068416
happiness,medium,0.6,1626071113569533952
expressing altruism,high,0.8,1626071113569533952
promoting good,high,0.8,1626071113569533952
expressing empathy,high,0.9,1626071113569533952
self-esteem,medium,0.6,1632566211241230338
quality of relationships,high,0.8,1632566211241230338
expressing trust,low,0.7,1630763047244697602
financial/material worry,high,0.8,1630763047244697602
vitality,medium,0.6,1629880065633705984
mastery (ability or capability),medium,0.6,1629880065633705984
describing health limitations,medium,0.6,1629880065633705984
happiness,high,0.9,1632727285248802816
expressing trust,high,1,1632727285248802816
life after death belief,high,0.9,1632727285248802816
happiness,high,0.8,1631512868628705280
expressing altruism,high,0.8,1631512868628705280
promoting good,high,0.9,1631512868628705280
expressing empathy,high,0.8,1631512868628705280
resilience,high,0.8,1625890583905505280
perceiving discrimination,medium,0.6,1625890583905505280
financial/material worry,low,0.1,1625890583905505280
depression,high,0.9,1632678335762558977
expressing altruism,high,0.9,1632678335762558977
promoting good,high,0.9,1632678335762558977
expressing empathy,high,0.9,1632678335762558977
expressing trust,medium,0.6,1631493485416128513
depression,high,0.9,1632803144320032770
expressing altruism,low,0.2,1632803144320032770
expressing empathy,high,0.9,1632803144320032770
happiness,high,0.8,1631887297699516416
mastery (ability or capability),high,0.8,1631887297699516416
self-esteem,high,0.9,1633023152904101890
mastery (ability or capability),high,0.8,1633023152904101890
promoting good,high,0.8,1633023152904101890
happiness,medium,0.6,1626715572150099969
mastery (ability or capability),medium,0.6,1626715572150099969
feeling having a political voice,high,0.8,1626800827473235968
resilience,high,0.7,1626827683786108929
expressing altruism,medium,0.6,1626827683786108929
financial/material worry,high,0.9,1626827683786108929
feeling pain,high,1,1628051814166700032
loneliness,high,0.8,1628051814166700032
ptsd (post-traumatic stress disorder),high,0.7,1628051814166700032
promoting good,medium,0.6,1626065741157142528
happiness,high,0.9,1627986616701620225
expressing trust,high,0.85,1631559987112861696
expressing government approval,high,0.9,1631559987112861696
expressing trust,low,0.7,1630561993919692800
feeling having a political voice,high,0.9,1630561993919692800
happiness,high,0.9,1626399798596083712
expressing altruism,medium,0.6,1626399798596083712
having hope,high,0.9,1626399798596083712
expressing empathy,high,0.9,1626399798596083712
having energy,high,0.9,1630632148272304128
loneliness,high,0.7,1630632148272304128
self-esteem,high,0.9,1626736940509798402
mastery (ability or capability),high,0.9,1626736940509798402
financial/material worry,low,0.95,1626736940509798402
expressing altruism,high,0.9,1628453902797672448
volunteering,low,0.9,1628453902797672448
expressing empathy,low,0.6,1630951932561874944
self-esteem,high,0.8,1631309915699679234
balance in the various aspects of own life,low,0.7,1631309915699679234
financial/material worry,high,0.9,1631309915699679234
happiness,high,0.9,1630397446680457217
expressing gratitude,high,0.9,1630397446680457217
feeling having a political voice,high,0.9,1630397446680457217
expressing optimism,high,0.9,1630266967348375553
mastery (ability or capability),high,0.8,1630266967348375553
financial/material worry,low,0.1,1630266967348375553
fear of future,high,0.8,1631745773426839553
loneliness,high,0.8,1631745773426839553
financial/material worry,low,0.1,1631745773426839553
ptsd (post-traumatic stress disorder),medium,0.6,1631745773426839553
resilience,medium,0.6,1631495972437016576
perceiving discrimination,high,0.8,1631495972437016576
feeling having a political voice,high,0.9,1631495972437016576
happiness,high,0.9,1626995144548585472
expressing altruism,medium,0.6,1626995144548585472
having hope,high,0.9,1626995144548585472
describing drinking related health issues,low,0.6,1630776629466398720
having hope,high,0.8,1632533869579886592
expressing optimism,high,0.9,1632830670027337729
expressing trust,high,0.9,1632830670027337729
promoting good,high,0.9,1632830670027337729
having hope,medium,0.6,1630393117156470785
happiness,high,0.8,1628838380145442816
expressing trust,medium,0.6,1628838380145442816
expressing empathy,high,0.9,1628838380145442816
self-esteem,high,0.7,1631535788768006144
expressing trust,low,0.9,1631535788768006144
feeling having a political voice,high,0.9,1631535788768006144
perceiving discrimination,low,0.2,1631744822926082052
feeling having a political voice,high,0.9,1631744822926082052
happiness,high,0.9,1630365308652232704
expressing altruism,low,0.2,1630365308652232704
promoting good,high,0.9,1630365308652232704
expressing empathy,high,0.9,1630365308652232704
self-esteem,high,0.7,1626509609426092032
perceiving discrimination,high,0.9,1626509609426092032
feeling having a political voice,high,0.8,1626509609426092032
happiness,high,0.9,1626213927754375170
expressing gratitude,high,0.9,1626213927754375170
financial/material worry,low,0.9,1626213927754375170
religious criticism,low,0.6,1625913592133431297
feeling having a political voice,high,0.9,1625913592133431297
purpose in life,high,0.9,1632264074342932480
expressing altruism,high,0.9,1632264074342932480
feeling having a political voice,high,0.9,1632264074342932480
happiness,high,0.9,1631561221487878144
quality of relationships,high,0.9,1631561221487878144
charitable giving/helping,medium,0.6,1631561221487878144
expressing optimism,high,0.9,1632934036711587841
mastery (ability or capability),high,0.85,1632934036711587841
expressing delayed gratification,high,0.9,1632934036711587841
belonging to society,medium,0.6,1626973578108276737
resilience,low,0.7,1630872846095228932
quality of relationships,high,0.9,1630872846095228932
expressing delayed gratification,high,0.9,1630872846095228932
expressing empathy,medium,0.6,1630872846095228932
depression,high,0.9,1628402606581157889
loneliness,high,0.8,1628402606581157889
financial/material worry,low,0.1,1628402606581157889
ptsd (post-traumatic stress disorder),high,0.9,1628402606581157889
feeling having a political voice,medium,0.6,1628063261038985218
mastery (ability or capability),low,0.7,1627875016661688320
perceiving discrimination,high,0.9,1626218224529584134
feeling having a political voice,high,0.9,1626218224529584134
happiness,high,0.8,1627345460515192832
expressing altruism,low,0.6,1627345460515192832
promoting good,high,0.7,1627345460515192832
happiness,medium,0.6,1627009820510371842
mastery (ability or capability),low,0.7,1627009820510371842
happiness,high,0.9,1628179800127942657
expressing altruism,high,0.9,1628179800127942657
promoting good,high,0.8,1628179800127942657
expressing empathy,high,0.9,1628179800127942657
fear of future,high,0.9,1629534033691529216
belonging to society,high,0.9,1629534033691529216
feeling having a political voice,high,0.9,1629534033691529216
fear of future,high,0.9,1627086742716297227
expressing altruism,medium,0.6,1627086742716297227
financial/material worry,high,0.9,1627086742716297227
expressing empathy,high,0.85,1627086742716297227
feeling pain,high,0.9,1626304546589777921
mastery (ability or capability),low,0.7,1626304546589777921
resilience,high,0.8,1630976401099587596
expressing altruism,high,0.9,1630976401099587596
promoting good,high,0.9,1630976401099587596
expressing empathy,high,0.9,1630976401099587596
religious criticism,high,0.9,1634310458357456896
happiness,high,0.9,1629512528048062464
expressing gratitude,high,0.9,1629512528048062464
promoting good,high,0.9,1629512528048062464
expressing empathy,high,0.9,1629512528048062464
happiness,high,0.9,1626453196452560897
quality of relationships,high,0.8,1626453196452560897
promoting good,high,0.8,1626453196452560897
perceiving discrimination,high,0.85,1629832493896531968
feeling having a political voice,high,0.9,1629832493896531968
purpose in life,high,0.8,1629439614724210690
expressing altruism,high,0.9,1629439614724210690
promoting good,high,0.9,1629439614724210690
describing health limitations,high,0.8,1629439614724210690
expressing job satisfaction,medium,0.6,1633959488188194818
happiness,high,0.9,1625825856160505856
expressing gratitude,high,0.9,1625825856160505856
expressing empathy,high,0.9,1625825856160505856
perceiving discrimination,high,0.9,1633248638351572994
feeling having a political voice,high,0.8,1633248638351572994
resilience,high,0.8,1634107139072438272
expressing altruism,high,0.9,1634107139072438272
promoting good,high,0.9,1634107139072438272
describing drinking related health issues,medium,0.6,1634107139072438272
expressing optimism,high,0.9,1631296380139458561
expressing altruism,high,0.9,1631296380139458561
having hope,high,0.9,1631296380139458561
expressing empathy,high,0.9,1631296380139458561
happiness,high,0.9,1626127490778365952
expressing altruism,high,0.9,1626127490778365952
happiness,high,0.9,1630802777004728321
expressing gratitude,high,0.9,1630802777004728321
feeling having a political voice,high,0.9,1630802777004728321
expressing empathy,high,0.9,1630802777004728321
happiness,high,0.9,1632042797996941315
belonging to society,high,0.9,1632042797996941315
expressing empathy,high,0.9,1632042797996941315
resilience,high,0.8,1632868639287246849
mastery (ability or capability),high,0.9,1632868639287246849
promoting good,high,0.7,1632868639287246849
happiness,high,0.9,1628174149825843202
quality of relationships,high,0.9,1628174149825843202
promoting good,high,0.8,1628174149825843202
expressing empathy,high,0.9,1628174149825843202
expressing optimism,medium,0.6,1629161258543992832
having hope,medium,0.6,1629161258543992832
